name,rating,link,tag
怎样都行,7.9,https://movie.douban.com/subject/3007825/?from=subject-page,"WoodyAllen,伍迪·艾伦,美国,喜剧,美国电影,2009,爱情,Woody_Allen"
咖喱辣椒,7.2,https://movie.douban.com/subject/1301865/?from=subject-page,"周星驰,喜剧,香港,张学友,香港电影,1990,搞笑,柯受良"
战龙哥斯拉之三大怪兽,6.4,https://movie.douban.com/subject/2059285/?from=subject-page,"哥斯拉,日本,科幻,特摄,本多猪四郎,日本电影,电影,1964"
外星奇遇,7.3,https://movie.douban.com/subject/1508411/?from=subject-page,"科幻,苏联,苏联电影,苏俄,科幻奇幻,1980s,俄罗斯,俄罗斯电影"
机器战警3,6.7,https://movie.douban.com/subject/1300371/?from=subject-page,"科幻,美国,动作,美国电影,机器人,1993,警匪,电影"
遭遇陌生人,7.4,https://movie.douban.com/subject/2997063/?from=subject-page,"伍迪·艾伦,美国,2010,剧情,爱情,喜剧,文艺,人生"
警察故事4：简单任务,7.4,https://movie.douban.com/subject/1296947/?from=subject-page,"成龙,动作,香港,香港电影,喜剧,警匪,唐季礼,1996"
警察故事3：超级警察,7.6,https://movie.douban.com/subject/1296203/?from=subject-page,"成龙,动作,香港,香港电影,杨紫琼,张曼玉,喜剧,1992"
速度与激情5,8.4,https://movie.douban.com/subject/4286017/?from=subject-page,"动作,美国,飙车,赛车,速度,犯罪,暴力,2011"
生死狙击,7.8,https://movie.douban.com/subject/1947549/?from=subject-page,"动作,狙击,美国,特工,战争,犯罪,悬疑,2007"
龙拳,6.4,https://movie.douban.com/subject/1299487/?from=subject-page,"成龙,动作,香港,香港电影,功夫,1979,罗维,苗可秀"
海边的曼彻斯特,8.6,https://movie.douban.com/subject/25980443/?from=subject-page,"人生,剧情,美国,家庭,文艺,亲情,奥斯卡,成长"
极限特工,7.3,https://movie.douban.com/subject/1306737/?from=subject-page,"动作,美国,特工,VinDiesel,美国电影,动作片,2002,犯罪"
龙兄虎弟,7.2,https://movie.douban.com/subject/1299858/?from=subject-page,"成龙,动作,香港,喜剧,香港电影,谭咏麟,关之琳,1986"
碟中谍2,7.2,https://movie.douban.com/subject/1298525/?from=subject-page,"动作,美国,特工,吴宇森,TomCruise,汤姆·克鲁斯,间谍,美国电影"
好莱坞式结局,7.5,https://movie.douban.com/subject/1305509/?from=subject-page,"WoodyAllen,伍迪·艾伦,美国,喜剧,伍迪艾伦,2002,美国电影,电影"
怪人,6.4,https://movie.douban.com/subject/1303374/?from=subject-page,"科幻,美国,恐怖,1951,霍华德·霍克斯,惊悚,美国电影,HowardHawks"
空中大怪兽拉顿,6.7,https://movie.douban.com/subject/2062406/?from=subject-page,"日本,科幻,特摄,本多猪四郎,日本电影,惊悚,怪兽,经典"
星际传奇2,6.9,https://movie.douban.com/subject/1308859/?from=subject-page,"科幻,动作,美国,文·迪塞尔,美国电影,2004,星际传奇2,Vin_Diesel"
虎胆龙威2,7.8,https://movie.douban.com/subject/1300537/?from=subject-page,"动作,美国,布鲁斯·威利斯,BruceWillis,犯罪,虎胆龙威,美国电影,1990"
科学怪人的怪兽 山达对盖拉,5.3,https://movie.douban.com/subject/2059273/?from=subject-page,"科幻,日本,特摄,恐怖,本多猪四郎,日本电影,1966,特摄片"
罪与错,8.0,https://movie.douban.com/subject/1292536/?from=subject-page,"伍迪·艾伦,WoodyAllen,美国,1989,喜剧,伍迪艾伦,美国电影,Woody_Allen"
铁血战士2,6.4,https://movie.douban.com/subject/1302718/?from=subject-page,"科幻,美国,动作,铁血战士,惊悚,1990,美国电影,恐怖"
超人2,6.9,https://movie.douban.com/subject/1293878/?from=subject-page,"科幻,美国,超人,漫画改编,美国电影,动作,1980,dc"
变形金刚2,7.7,https://movie.douban.com/subject/2146991/?from=subject-page,"科幻,美国,动作,大片,2009,漫画改编,梦工厂,imax"
威龙猛探,6.2,https://movie.douban.com/subject/1304199/?from=subject-page,"成龙,动作,香港,香港电影,美国,1985,喜剧,功夫"
V字仇杀队,8.9,https://movie.douban.com/subject/1309046/?from=subject-page,"政治,美国,剧情,科幻,自由,暴力,人性,动作"
杀手壕,5.9,https://movie.douban.com/subject/1303137/?from=subject-page,"成龙,动作,香港,美国,1980,香港电影,喜剧,美国电影"
暴风雨之星,,https://movie.douban.com/subject/3191036/?from=subject-page,"科幻,1960s,苏联,苏俄,1962,苏联电影,scifi,科幻片"
福星高照,7.4,https://movie.douban.com/subject/1293732/?from=subject-page,"成龙,喜剧,香港,动作,洪金宝,香港电影,元彪,1985"
国家宝藏,7.6,https://movie.douban.com/subject/1308848/?from=subject-page,"尼古拉斯·凯奇,冒险,美国,动作,美国电影,NicolasCage,国家宝藏,2004"
赛文奥特曼 EVOLUTION EPISODE：5 神秘进化记录,8.6,https://movie.douban.com/subject/5041036/?from=subject-page,"奥特曼,特摄,科幻,日本,神作,经典,ウルトラマン,2002"
拳精,6.5,https://movie.douban.com/subject/1308308/?from=subject-page,"成龙,动作,香港,香港电影,功夫,1978,罗维,电影"
业余小偷,7.4,https://movie.douban.com/subject/1300946/?from=subject-page,"WoodyAllen,伍迪·艾伦,美国,喜剧,黑色幽默,伍迪艾伦,美国电影,2000"
巨爪,5.8,https://movie.douban.com/subject/2244493/?from=subject-page,"科幻,美国,恐怖,脑瘫巨人,电影,经典,动作,美国电影"
刀锋战士3,6.6,https://movie.douban.com/subject/1308978/?from=subject-page,"吸血鬼,动作,美国,科幻,刀锋战士,美国电影,魔幻,2004"
蘑菇人玛坦戈,6.6,https://movie.douban.com/subject/2059303/?from=subject-page,"日本,本多猪四郎,科幻,日本电影,恐怖,1960s,特摄,sci-fi"
星河战队2：联邦英雄,5.2,https://movie.douban.com/subject/1422938/?from=subject-page,"科幻,美国,动作,战争,美国电影,2004,烂片,星舰战将2:联邦英雄"
仲夏夜性喜剧,7.0,https://movie.douban.com/subject/1297461/?from=subject-page,"WoodyAllen,伍迪·艾伦,美国,喜剧,1982,Woody_Allen,伍迪艾伦,爱情"
超级少女,6.4,https://movie.douban.com/subject/1304998/?from=subject-page,"科幻,美国,正大剧场,美国电影,女超人,动作,童年,英国"
新铁血战士,6.3,https://movie.douban.com/subject/3699737/?from=subject-page,"科幻,铁血战士,美国,动作,惊悚,暴力,2010,美国电影"
X战警3：背水一战,7.6,https://movie.douban.com/subject/1401524/?from=subject-page,"科幻,X战警,美国,动作,漫画改编,美国电影,2006,Marvel"
